incident_type_primary,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type
THEFT FROM MV UNDER $5000,300 Block HARBOUR RD,VICTORIA,BC,48.43235475,-123.378171,10,Friday,Theft from Vehicle
DRIVING COMPLAINTS,RICHMOND AVE & FORT ST,VICTORIA,BC,48.42954958,-123.330154,11,Friday,Traffic
THEFT BICYCLE UNDER $5000,1700 Block DENMAN ST,VICTORIA,BC,48.43244185,-123.3325547,11,Friday,Theft
ANIMAL CALLS,3000 Block DONCASTER DR,VICTORIA,BC,48.44626261,-123.340279,20,Monday,Other
THEFT-OTHER UNDER $5000,900 Block VIEW ST,VICTORIA,BC,48.42477261,-123.3590276,12,Friday,Theft
THEFT-SHOPLIFTING UNDER $5000,2900 Block DOUGLAS ST,VICTORIA,BC,48.44303636,-123.3696152,13,Friday,Theft
COLLISION-DAMAGE OVER $1000,700 Block CALEDONIA AVE,VICTORIA,BC,48.43110287,-123.3640717,13,Friday,Traffic
COLLISION-DAMAGE UNDER $1000,GOVERNMENT ST & JOHNSON ST,VICTORIA,BC,48.42749329,-123.3672414,14,Friday,Traffic
THEFT-SHOPLIFTING UNDER $5000,2000 Block GOVERNMENT ST,VICTORIA,BC,48.43202652,-123.3671239,16,Friday,Theft
THEFT-SHOPLIFTING UNDER $5000,1900 Block STORE ST,VICTORIA,BC,48.43115356,-123.3697364,16,Friday,Theft
COLLISION-DAMAGE OVER $1000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44543262,-123.3709667,17,Friday,Traffic
POSSESSION-HEROIN,1900 Block STORE ST,VICTORIA,BC,48.43115356,-123.3697364,17,Friday,Drugs
VEHICLE,GOVERNMENT ST & DOUGLAS ST,VICTORIA,BC,48.4393682,-123.3675249,18,Friday,Vehicle Stop
IMPAIRED OP MOTOR VEH (ALCOH),RICHARDSON ST & CORNWALL ST,VICTORIA,BC,48.41901077,-123.3489615,19,Friday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,QUADRA ST & VIEW ST,VICTORIA,BC,48.42482208,-123.3595645,20,Friday,Liquor
THEFT-OTHER UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,21,Friday,Theft
VEHICLE,2300 Block GOVERNMENT ST,VICTORIA,BC,48.4345458,-123.3672536,21,Friday,Vehicle Stop
SUSPICIOUS PERS/VEH/OCCURRENCE,400 Block TREEBANK RD,VICTORIA,BC,48.44998891,-123.4153958,22,Friday,Other
LIQUOR-INTOX IN PUBLIC PLACE,700 Block YATES ST,VICTORIA,BC,48.42612959,-123.3635393,23,Friday,Liquor
VEHICLE,GORGE RD E & DUNEDIN ST,VICTORIA,BC,48.44117888,-123.3747124,23,Friday,Vehicle Stop
MISCHIEF $5000 OR UNDER,900 Block EMPRESS AVE,VICTORIA,BC,48.43469481,-123.3565841,23,Friday,Property Crime
MISCHIEF $5000 OR UNDER,400 Block GORGE RD E,VICTORIA,BC,48.44095839,-123.3741848,23,Friday,Property Crime
LIQUOR-INTOX IN PUBLIC PLACE,DOUGLAS ST & BROUGHTON ST,VICTORIA,BC,48.42394312,-123.3655501,23,Friday,Liquor
THEFT-OTHER UNDER $5000,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,0,Saturday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,1500 Block PANDORA AVE,VICTORIA,BC,48.42655054,-123.3385541,0,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,800 Block ESQUIMALT RD,VICTORIA,BC,48.43097391,-123.3997028,0,Saturday,Liquor
POSSESSION-CANNABIS 30G & UNDR,800 Block YATES ST,VICTORIA,BC,48.42582494,-123.3607229,0,Saturday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block PANDORA AVE,VICTORIA,BC,48.42848914,-123.3692099,0,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,100 Block CAMBRIDGE ST,VICTORIA,BC,48.41053034,-123.3549669,0,Saturday,Other
MISCHIEF OVER $5000,1000 Block QUEENS AVE,VICTORIA,BC,48.43372349,-123.3548841,1,Saturday,Property Crime
LIQUOR-INTOX IN PUBLIC PLACE,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,1,Saturday,Liquor
TRAFFIC-INSURANCE VIOLATION,700 Block CORMORANT ST,VICTORIA,BC,48.42857792,-123.3640775,1,Saturday,Traffic
FALSE ALARMS,900 Block FORT ST,VICTORIA,BC,48.42396546,-123.3592076,1,Saturday,Alarm
215ALCOH IRP WARN-3DAY,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,2,Saturday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,FAIRFIELD RD & MOSS ST,VICTORIA,BC,48.41525423,-123.3487673,2,Saturday,Liquor
VEHICLE,600 Block FORT ST,VICTORIA,BC,48.42484224,-123.367254,3,Saturday,Vehicle Stop
LIQUOR-INTOX IN PUBLIC PLACE,1300 Block DOUGLAS ST,VICTORIA,BC,48.42643331,-123.3648717,3,Saturday,Liquor
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41616606,-123.3734026,4,Saturday,Theft
COLLISION-NON-FATAL INJURY,BLANSHARD ST & HILLSIDE AVE,VICTORIA,BC,48.43892769,-123.3632306,6,Saturday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,2900 Block DOUGLAS ST,VICTORIA,BC,48.44305102,-123.3694794,6,Saturday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block DOMINION RD,VICTORIA,BC,48.43845601,-123.3933531,8,Saturday,Other
THEFT-OTHER UNDER $5000,800 Block BURDETT AVE,VICTORIA,BC,48.42188255,-123.3617524,9,Saturday,Theft
TRAFFICK-CANNABIS 3000G & UNDR,800 Block ELLERY ST,VICTORIA,BC,48.43737247,-123.3947624,9,Saturday,Drugs
MISCHIEF $5000 OR UNDER,2200 Block DOWLER PL,VICTORIA,BC,48.43347627,-123.3612405,11,Saturday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block DISCOVERY ST,VICTORIA,BC,48.43186397,-123.3692921,12,Saturday,Other
THEFT BICYCLE UNDER $5000,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,12,Saturday,Theft
DRIVING COMPLAINTS,BLANSHARD ST & HILLSIDE AVE,VICTORIA,BC,48.43892769,-123.3632306,12,Saturday,Traffic
POSSESSION-HEROIN,800 Block PANDORA AVE,VICTORIA,BC,48.42767219,-123.3610246,12,Saturday,Drugs
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block ALPHA ST,VICTORIA,BC,48.44703916,-123.3746569,13,Saturday,Other
THEFT-OTHER UNDER $5000,PANDORA AVE & QUADRA ST,VICTORIA,BC,48.42749571,-123.3590105,13,Saturday,Theft
MISCHIEF $5000 OR UNDER,200 Block MICHIGAN ST,VICTORIA,BC,48.42008749,-123.3795255,13,Saturday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561438,-123.373703,13,Saturday,Theft
COLLISION-DAMAGE OVER $1000,OAK BAY AVE & FELL ST,VICTORIA,BC,48.42644672,-123.3276306,14,Saturday,Traffic
THEFT MOTORCYCLE UNDER $5000,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44075657,-123.3988949,14,Saturday,Theft of Vehicle
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,14,Saturday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,1400 Block WESTALL AVE,VICTORIA,BC,48.44285986,-123.3441148,16,Saturday,Other
THEFT-OTHER UNDER $5000,600 Block BELLEVILLE ST,VICTORIA,BC,48.42031022,-123.3666968,17,Saturday,Theft
COLLISION-DAMAGE OVER $1000,COOK ST & KIWANIS WAY,VICTORIA,BC,48.44278331,-123.3489782,18,Saturday,Traffic
TRAFFIC-OTHER NON-MOVE PROV,BAY ST & DOUGLAS ST,VICTORIA,BC,48.43570898,-123.3654344,18,Saturday,Traffic
COLLISION-NON-FATAL INJURY,COOK ST & HILLSIDE AVE,VICTORIA,BC,48.44036525,-123.3518131,19,Saturday,Traffic
OBSTRUCT PEACE/PUBLIC OFFICER,QUADRA ST & YATES ST,VICTORIA,BC,48.4256619,-123.3592478,19,Saturday,Other
TRAFFIC-INSURANCE VIOLATION,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,19,Saturday,Traffic
TRAFFIC-OTHER NON-MOVE PROV,200 Block GORGE RD E,VICTORIA,BC,48.44312046,-123.382838,20,Saturday,Traffic
THEFT-SHOPLIFTING UNDER $5000,2600 Block QUADRA ST,VICTORIA,BC,48.43847801,-123.3589369,20,Saturday,Theft
ROBBERY-OTHER,300 Block BECKLEY AVE,VICTORIA,BC,48.41619024,-123.3794716,20,Saturday,Robbery
COLLISION-DAMAGE OVER $1000,800 Block CALEDONIA AVE,VICTORIA,BC,48.4308637,-123.3599019,21,Saturday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,700 Block PANDORA AVE,VICTORIA,BC,48.42787564,-123.3630372,21,Saturday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,PANDORA AVE & QUADRA ST,VICTORIA,BC,48.42749571,-123.3590105,21,Saturday,Other
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,22,Saturday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,BROAD ST & YATES ST,VICTORIA,BC,48.42642181,-123.3662216,23,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,500 Block FISGARD ST,VICTORIA,BC,48.42934364,-123.3687576,0,Sunday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,800 Block BROUGHTON ST,VICTORIA,BC,48.42346299,-123.3622039,0,Sunday,Liquor
COLLISION-DAMAGE OVER $1000,600 Block FISGARD ST,VICTORIA,BC,48.42939601,-123.3657861,0,Sunday,Traffic
LIQUOR-CONSUME IN PUBLIC PLACE,BROUGHTON ST & DOUGLAS ST,VICTORIA,BC,48.42394312,-123.3655501,0,Sunday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,1000 Block FORT ST,VICTORIA,BC,48.42366969,-123.3563908,0,Sunday,Liquor
BYLAW-NOISE,100 Block MENZIES ST,VICTORIA,BC,48.41407843,-123.375407,0,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block QUADRA ST,VICTORIA,BC,48.41770154,-123.3622554,0,Sunday,Other
LIQUOR-INTOX IN PUBLIC PLACE,2500 Block BLANSHARD ST,VICTORIA,BC,48.43614284,-123.3625762,1,Sunday,Liquor
ASSAULT-W/WEAPON OR CBH,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,1,Sunday,Assault with Deadly Weapon
LIQUOR-INTOX IN PUBLIC PLACE,100 Block HARBOUR RD,VICTORIA,BC,48.42764363,-123.3743843,1,Sunday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,QUADRA ST & VIEW ST,VICTORIA,BC,48.42482208,-123.3595645,1,Sunday,Liquor
THEFT FROM MV UNDER $5000,800 Block GORDON ST,VICTORIA,BC,48.42284065,-123.3676353,1,Sunday,Theft from Vehicle
BYLAW-NOISE,400 Block SUPERIOR ST,VICTORIA,BC,48.41880453,-123.3743353,1,Sunday,Other
LIQUOR-INTOX IN PUBLIC PLACE,900 Block CARLTON TER,VICTORIA,BC,48.43039974,-123.4020283,2,Sunday,Liquor
IMPAIRED OP MOTOR VEH (ALCOH),100 Block DALLAS RD,VICTORIA,BC,48.41775077,-123.3853209,2,Sunday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block ESQUIMALT RD,VICTORIA,BC,48.43022679,-123.4012282,2,Sunday,Other
BYLAW-NOISE,300 Block DOUGLAS ST,VICTORIA,BC,48.4152378,-123.3661698,2,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block TORONTO ST,VICTORIA,BC,48.41551019,-123.3716854,2,Sunday,Other
ANIMAL CALLS,SUNNYSIDE AVE & CRAIGFLOWER RD,VICTORIA,BC,48.43860244,-123.3905109,2,Sunday,Other
MISCHIEF $5000 OR UNDER,500 Block JOHNSON ST,VICTORIA,BC,48.42780909,-123.3697875,3,Sunday,Property Crime
TRAFFIC-OTHER NON-MOVE PROV,HILLSIDE AVE & ROSS LANE,VICTORIA,BC,48.43866511,-123.3649997,3,Sunday,Traffic
BYLAW-NOISE,1100 Block VIEW ST,VICTORIA,BC,48.42396946,-123.3517867,4,Sunday,Other
BREAK & ENTER-OTHER,2800 Block QUADRA ST,VICTORIA,BC,48.44213748,-123.3599472,6,Sunday,Breaking & Entering
THEFT-OTHER UNDER $5000,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,8,Sunday,Theft
THEFT-OTHER UNDER $5000,500 Block DISCOVERY ST,VICTORIA,BC,48.43186397,-123.3692921,8,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,1800 Block STORE ST,VICTORIA,BC,48.43026765,-123.3696507,8,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,STORE ST & PANDORA AVE,VICTORIA,BC,48.42847551,-123.3697504,9,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block JOHNSON ST,VICTORIA,BC,48.42780909,-123.3697875,9,Sunday,Other
BYLAW-NOISE,400 Block STURDEE ST,VICTORIA,BC,48.42656099,-123.4205889,10,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1900 Block CHAMBERS ST,VICTORIA,BC,48.43006524,-123.349961,10,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block COLVILLE RD,VICTORIA,BC,48.43805597,-123.413079,10,Sunday,Other
BREAK & ENTER-OTHER,900 Block MEARES ST,VICTORIA,BC,48.42337792,-123.3584309,11,Sunday,Breaking & Entering
THEFT-OTHER UNDER $5000,800 Block NORTH PARK ST,VICTORIA,BC,48.42991932,-123.3592799,13,Sunday,Theft
THEFT-SHOPLIFTING UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,13,Sunday,Theft
COLLISION-NON-FATAL INJURY,FORT ST & BLANSHARD ST,VICTORIA,BC,48.42431624,-123.3624261,13,Sunday,Traffic
THEFT FROM MV UNDER $5000,2600 Block QUADRA ST,VICTORIA,BC,48.43847801,-123.3589369,14,Sunday,Theft from Vehicle
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,15,Sunday,Theft
THEFT FROM MV UNDER $5000,2500 Block WARK ST,VICTORIA,BC,48.43636049,-123.3597299,15,Sunday,Theft from Vehicle
BREAK & ENTER-OTHER,200 Block MARY ST,VICTORIA,BC,48.42875892,-123.3859266,16,Sunday,Breaking & Entering
THEFT-SHOPLIFTING UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,16,Sunday,Theft
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504412,-123.3652189,17,Sunday,Theft
THEFT-OTHER UNDER $5000,ARBUTUS WAY & CHESTNUT ROW,VICTORIA,BC,48.41392684,-123.3631403,17,Sunday,Theft
MISCHIEF $5000 OR UNDER,2700 Block CEDAR HILL RD,VICTORIA,BC,48.44095409,-123.3443568,17,Sunday,Property Crime
BYLAW-NOISE,1300 Block BEGBIE ST,VICTORIA,BC,48.42704833,-123.342574,20,Sunday,Other
ARSON-PROPERTY,400 Block CECELIA RD,VICTORIA,BC,48.44543461,-123.3801452,21,Sunday,Arson
SUSPICIOUS PERS/VEH/OCCURRENCE,1400 Block ROCKLAND AVE,VICTORIA,BC,48.41996081,-123.3418929,21,Sunday,Other
BREAK & ENTER-OTHER,1000 Block VANCOUVER ST,VICTORIA,BC,48.42282196,-123.3571128,22,Sunday,Breaking & Entering
ARSON-PROPERTY,100 Block SKINNER ST,VICTORIA,BC,48.43459481,-123.3819604,22,Sunday,Arson
BYLAW-NOISE,700 Block YATES ST,VICTORIA,BC,48.42623413,-123.364478,23,Sunday,Other
LIQUOR-INTOX IN PUBLIC PLACE,900 Block DOUGLAS ST,VICTORIA,BC,48.42335209,-123.365718,1,Monday,Liquor
POSSESSION-METHAMPHETAMINE,800 Block CALEDONIA AVE,VICTORIA,BC,48.4308637,-123.3599019,3,Monday,Drugs
BREAK & ENTER-BUSINESS,2700 Block FIFTH ST,VICTORIA,BC,48.43999442,-123.3579074,4,Monday,Breaking & Entering
BREAK & ENTER-BUSINESS,500 Block GOVERNMENT ST,VICTORIA,BC,48.41737052,-123.368884,6,Monday,Breaking & Entering
BREAK & ENTER-BUSINESS,500 Block NIAGARA ST,VICTORIA,BC,48.41365181,-123.3752958,7,Monday,Breaking & Entering
THEFT-OTHER UNDER $5000,300 Block COOK ST,VICTORIA,BC,48.41480351,-123.3563467,7,Monday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,BAY ST & DOWLER PL,VICTORIA,BC,48.43545415,-123.3609951,8,Monday,Liquor
COLLISION-DAMAGE OVER $1000,PANDORA AVE & FERNWOOD RD,VICTORIA,BC,48.42682776,-123.345285,10,Monday,Traffic
THEFT-OTHER UNDER $5000,700 Block VANCOUVER ST,VICTORIA,BC,48.42023274,-123.3577971,10,Monday,Theft
COLLISION-NON-FATAL INJURY,PANDORA AVE & GOVERNMENT ST,VICTORIA,BC,48.4285166,-123.3670495,11,Monday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block VANCOUVER ST,VICTORIA,BC,48.42282196,-123.3571128,11,Monday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,3000 Block STEELE ST,VICTORIA,BC,48.4451191,-123.374155,11,Monday,Other
DRIVING COMPLAINTS,JOHNSON ST & WHARF ST,VICTORIA,BC,48.42786081,-123.3700545,12,Monday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,YATES ST & FERNWOOD RD,VICTORIA,BC,48.42450768,-123.3455501,12,Monday,Other
THEFT-OTHER UNDER $5000,900 Block KINGS RD,VICTORIA,BC,48.43742543,-123.3594006,13,Monday,Theft
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,13,Monday,Theft
THEFT OF TRUCK OVER $5000,1000 Block RICHARDSON ST,VICTORIA,BC,48.41989844,-123.357411,13,Monday,Theft of Vehicle
THEFT FROM MV UNDER $5000,YOUNG ST & MICHIGAN ST,VICTORIA,BC,48.41721868,-123.3682179,13,Monday,Theft from Vehicle
THEFT FROM MV UNDER $5000,2500 Block WARK ST,VICTORIA,BC,48.43570873,-123.3596314,13,Monday,Theft from Vehicle
TRAFFIC-INSURANCE VIOLATION,COURTNEY ST & QUADRA ST,VICTORIA,BC,48.42235557,-123.360107,10,Thursday,Traffic
ANIMAL CALLS,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,14,Monday,Other
DRIVING COMPLAINTS,MENZIES ST & MICHIGAN ST,VICTORIA,BC,48.41697892,-123.3730877,14,Monday,Traffic
THEFT-OTHER UNDER $5000,500 Block HILLSIDE AVE,VICTORIA,BC,48.43733996,-123.3715516,14,Monday,Theft
BREAK & ENTER-OTHER,2500 Block WARK ST,VICTORIA,BC,48.43570873,-123.3596314,14,Monday,Breaking & Entering
LIQUOR-INTOX IN PUBLIC PLACE,TYEE RD & BAY ST,VICTORIA,BC,48.43381401,-123.3806541,15,Monday,Liquor
BYLAW-NOISE,1300 Block HARRISON ST,VICTORIA,BC,48.42492303,-123.3437728,15,Monday,Other
MISCHIEF $5000 OR UNDER,700 Block BROUGHTON ST,VICTORIA,BC,48.42365406,-123.3640821,16,Monday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,3100 Block SHELBOURNE ST,VICTORIA,BC,48.44759025,-123.3331848,16,Monday,Theft
BREAK & ENTER-RESIDENCE,300 Block ROBERT ST,VICTORIA,BC,48.42964259,-123.3888464,17,Monday,Breaking & Entering
LIQUOR-CONSUME IN PUBLIC PLACE,200 Block ESQUIMALT RD,VICTORIA,BC,48.43040147,-123.3823275,17,Monday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,CHAMBERS ST & PEMBROKE ST,VICTORIA,BC,48.4317099,-123.3497339,18,Monday,Other
VEHICLE,3000 Block CARROLL ST,VICTORIA,BC,48.44369878,-123.3836158,19,Monday,Vehicle Stop
LIQUOR-CONSUME IN PUBLIC PLACE,700 Block YATES ST,VICTORIA,BC,48.42602505,-123.3626007,20,Monday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block PARADISE ST,VICTORIA,BC,48.42735208,-123.4005766,21,Monday,Other
ANIMAL CALLS,600 Block FERNHILL RD,VICTORIA,BC,48.43084314,-123.408346,21,Monday,Other
THEFT-OTHER UNDER $5000,1900 Block BAY ST,VICTORIA,BC,48.43362771,-123.3284393,0,Tuesday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,800 Block BAY ST,VICTORIA,BC,48.43551932,-123.3618012,2,Tuesday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block BURDETT AVE,VICTORIA,BC,48.42188255,-123.3617524,4,Tuesday,Other
THEFT OF AUTO OVER $5000,800 Block COLVILLE RD,VICTORIA,BC,48.43888349,-123.3964337,7,Tuesday,Theft of Vehicle
DRIVING COMPLAINTS,100 Block OSWEGO ST,VICTORIA,BC,48.41616756,-123.3800125,8,Tuesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block JOHNSON ST,VICTORIA,BC,48.42621723,-123.3558436,8,Tuesday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block QUEENS AVE,VICTORIA,BC,48.43357507,-123.3521934,9,Tuesday,Other
COLLISION-DAMAGE OVER $1000,GORGE RD E & DAVID ST,VICTORIA,BC,48.43877026,-123.3685029,9,Tuesday,Traffic
THEFT FROM MV UNDER $5000,700 Block CORMORANT ST,VICTORIA,BC,48.42857792,-123.3640775,9,Tuesday,Theft from Vehicle
THEFT FROM MV UNDER $5000,600 Block FISGARD ST,VICTORIA,BC,48.4293801,-123.3665966,10,Tuesday,Theft from Vehicle
CAUSE A DISTURBANCE,100 Block GORGE RD E,VICTORIA,BC,48.44326182,-123.3841799,10,Tuesday,Disorder
TRAFFIC-INSURANCE VIOLATION,600 Block CONSTANCE AVE,VICTORIA,BC,48.43102944,-123.4181862,11,Tuesday,Traffic
TRAFFIC-INSURANCE VIOLATION,2500 Block QUADRA ST,VICTORIA,BC,48.43567176,-123.358149,11,Tuesday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1400 Block GOVERNMENT ST,VICTORIA,BC,48.42801227,-123.3670776,12,Tuesday,Theft
BREAK & ENTER-BUSINESS,600 Block COURTNEY ST,VICTORIA,BC,48.42340362,-123.3670643,13,Tuesday,Breaking & Entering
THEFT-SHOPLIFTING UNDER $5000,1400 Block GOVERNMENT ST,VICTORIA,BC,48.42801227,-123.3670776,13,Tuesday,Theft
DRIVING COMPLAINTS,VIEW ST & BLANSHARD ST,VICTORIA,BC,48.4251144,-123.3622467,13,Tuesday,Traffic
ANIMAL CALLS,500 Block ELLICE ST,VICTORIA,BC,48.43899803,-123.3718643,14,Tuesday,Other
TRAFFICKING-METHAMPHETAMINE,500 Block ELLICE ST,VICTORIA,BC,48.43915472,-123.3709109,14,Tuesday,Drugs
THEFT-OTHER UNDER $5000,400 Block GORGE RD E,VICTORIA,BC,48.44059844,-123.373125,14,Tuesday,Theft
THEFT OF AUTO OVER $5000,2200 Block DOUGLAS ST,VICTORIA,BC,48.43356918,-123.364609,15,Tuesday,Theft of Vehicle
TRAFFIC-INSURANCE VIOLATION,1000 Block PANDORA AVE,VICTORIA,BC,48.42728554,-123.355649,15,Tuesday,Traffic
DRIVING COMPLAINTS,SCOTT ST & MYRTLE AVE,VICTORIA,BC,48.44373388,-123.3347522,15,Tuesday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block HEAD ST,VICTORIA,BC,48.42760717,-123.3992133,15,Tuesday,Other
LIQUOR-INTOX IN PUBLIC PLACE,YATES ST & BLANSHARD ST,VICTORIA,BC,48.42596659,-123.3620642,16,Tuesday,Liquor
TRAFFIC-INSURANCE VIOLATION,300 Block EDWARD ST,VICTORIA,BC,48.4337675,-123.384975,16,Tuesday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1200 Block GOVERNMENT ST,VICTORIA,BC,48.42624819,-123.3675805,16,Tuesday,Theft
THEFT BICYCLE UNDER $5000,100 Block ST ANDREWS ST,VICTORIA,BC,48.4125297,-123.3696928,16,Tuesday,Theft
THEFT BICYCLE UNDER $5000,300 Block HARBOUR RD,VICTORIA,BC,48.43235475,-123.378171,10,Thursday,Theft
THEFT FROM MV UNDER $5000,900 Block HEREWARD RD,VICTORIA,BC,48.43510919,-123.3936726,18,Tuesday,Theft from Vehicle
THEFT-SHOPLIFTING UNDER $5000,1900 Block FOUL BAY RD,VICTORIA,BC,48.43132222,-123.3224971,18,Tuesday,Theft
CAUSE A DISTURBANCE,700 Block BROUGHTON ST,VICTORIA,BC,48.42365406,-123.3640821,18,Tuesday,Disorder
CAUSE A DISTURBANCE,700 Block JOHNSON ST,VICTORIA,BC,48.42711899,-123.3641588,19,Tuesday,Disorder
THEFT-OTHER UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,20,Tuesday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,GORGE RD E & BALFOUR AVE,VICTORIA,BC,48.44346816,-123.3863281,20,Tuesday,Other
BREAK & ENTER-OTHER,1200 Block ESQUIMALT RD,VICTORIA,BC,48.42994774,-123.4163562,21,Tuesday,Breaking & Entering
THEFT MOTORCYCLE UNDER $5000,400 Block SITKUM RD,VICTORIA,BC,48.430121,-123.3793744,21,Tuesday,Theft of Vehicle
CAUSE A DISTURBANCE,2600 Block BLACKWOOD ST,VICTORIA,BC,48.43915391,-123.3535006,21,Tuesday,Disorder
COLLISION-DAMAGE UNDER $1000,VANCOUVER ST & FORT ST,VICTORIA,BC,48.42371917,-123.3569277,21,Tuesday,Traffic
COLLISION-DAMAGE OVER $1000,JOHNSON ST & FERNWOOD RD,VICTORIA,BC,48.42544427,-123.3454976,22,Tuesday,Traffic
THEFT-SHOPLIFTING UNDER $5000,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558112,-123.3650541,22,Tuesday,Theft
THEFT BICYCLE UNDER $5000,300 Block TYEE RD,VICTORIA,BC,48.43140782,-123.3788982,22,Tuesday,Theft
DRIVING COMPLAINTS,ESQUIMALT RD & BARNARD AVE,VICTORIA,BC,48.43126752,-123.3929397,10,Thursday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,3100 Block FIFTH ST,VICTORIA,BC,48.44689007,-123.3599518,23,Tuesday,Other
THEFT-SHOPLIFTING UNDER $5000,900 Block YATES ST,VICTORIA,BC,48.4256248,-123.3588451,11,Thursday,Theft
COLLISION-NON-FATAL INJURY,VANCOUVER ST & VIEW ST,VICTORIA,BC,48.42450831,-123.3567487,12,Thursday,Traffic
DRIVING COMPLAINTS,2000 Block QUADRA ST,VICTORIA,BC,48.43191978,-123.3584935,13,Thursday,Traffic
THEFT FROM MV UNDER $5000,700 Block FISGARD ST,VICTORIA,BC,48.4294022,-123.3624123,13,Thursday,Theft from Vehicle
THEFT BICYCLE UNDER $5000,FORT ST & BLANSHARD ST,VICTORIA,BC,48.42431624,-123.3624261,13,Thursday,Theft
THEFT-OTHER UNDER $5000,1300 Block DOUGLAS ST,VICTORIA,BC,48.42643331,-123.3648717,14,Thursday,Theft
