incident_type_primary,address_1,city,state,latitude,longitude,hour_of_day,day_of_week,parent_incident_type
THEFT-OTHER UNDER $5000,1300 Block FINLAYSON ST,VICTORIA,BC,48.44750554,-123.3513726,11,Thursday,Theft
THEFT BICYCLE UNDER $5000,1700 Block DOUGLAS ST,VICTORIA,BC,48.42954359,-123.364469,12,Thursday,Theft
TRAFFICKING-COCAINE,QUADRA ST & PANDORA AVE,VICTORIA,BC,48.42741398,-123.3589881,16,Thursday,Drugs
THEFT-OTHER UNDER $5000,2600 Block QUADRA ST,VICTORIA,BC,48.43847734,-123.3589099,13,Thursday,Theft
TRAFFICKING-COCAINE,700 Block QUEENS AVE,VICTORIA,BC,48.43407295,-123.36311,0,Thursday,Drugs
ASSAULT-COMMON OR TRESPASS,1100 Block ROCKLAND AVE,VICTORIA,BC,48.42202636,-123.3537843,9,Thursday,Assault
SUSPICIOUS PERS/VEH/OCCURRENCE,3000 Block QUADRA ST,VICTORIA,BC,48.44476324,-123.3607319,10,Thursday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block WOODWAY RD,VICTORIA,BC,48.43300535,-123.4163781,14,Thursday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,2000 Block CHAMBERS ST,VICTORIA,BC,48.4306699,-123.3501036,17,Thursday,Other
COLLISION-DAMAGE OVER $1000,1300 Block COOK ST,VICTORIA,BC,48.42521473,-123.3536194,10,Thursday,Traffic
THEFT-OTHER UNDER $5000,2900 Block DOUGLAS ST,VICTORIA,BC,48.44303569,-123.3695882,14,Thursday,Theft
BREAK & ENTER-RESIDENCE,1600 Block BEGBIE ST,VICTORIA,BC,48.4302166,-123.3337193,18,Thursday,Breaking & Entering
ASSAULT-COMMON OR TRESPASS,300 Block MAITLAND ST,VICTORIA,BC,48.42977053,-123.3903775,18,Thursday,Assault
VEHICLE,FRASER ST & GREENWOOD AVE,VICTORIA,BC,48.42537353,-123.4151624,4,Thursday,Vehicle Stop
ASSAULT-COMMON OR TRESPASS,2600 Block QUADRA ST,VICTORIA,BC,48.43847734,-123.3589099,18,Thursday,Assault
VEHICLE,BAY ST & WARK ST,VICTORIA,BC,48.4353805,-123.3594878,4,Thursday,Vehicle Stop
ASSAULT OT P/O-W/WPN OR CBH,800 Block CALEDONIA AVE,VICTORIA,BC,48.43086236,-123.359848,22,Thursday,Assault with Deadly Weapon
TRAFFICKING-METHAMPHETAMINE,1900 Block DOUGLAS ST,VICTORIA,BC,48.4315202,-123.3645343,22,Thursday,Drugs
TRAFFIC-OTHER NON-MOVE PROV,400 Block GORGE RD E,VICTORIA,BC,48.44153547,-123.3756374,22,Thursday,Traffic
BREAK & ENTER-BUSINESS,500 Block FISGARD ST,VICTORIA,BC,48.42934398,-123.3687711,23,Thursday,Breaking & Entering
THEFT-OTHER UNDER $5000,600 Block SUPERIOR ST,VICTORIA,BC,48.41846594,-123.3661519,8,Thursday,Theft
THEFT FROM MV UNDER $5000,2200 Block QUADRA ST,VICTORIA,BC,48.43323157,-123.3582988,16,Thursday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,1300 Block WHARF ST,VICTORIA,BC,48.42740456,-123.3705656,8,Thursday,Other
POSSESSION-CANNABIS 30G & UNDR,VIEW ST & DOUGLAS ST,VICTORIA,BC,48.4254377,-123.3650891,13,Thursday,Drugs
IMPAIRED OP MOTOR VEH (ALCOH),FERNWOOD RD & BAY ST,VICTORIA,BC,48.43450425,-123.3450024,11,Monday,Traffic
215 DRUG,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558078,-123.3650406,12,Wednesday,Traffic
TRAFFICK-CANNABIS 3000G & UNDR,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,18,Friday,Drugs
POSSESSION-CANNABIS 30G & UNDR,900 Block PANDORA AVE,VICTORIA,BC,48.42734646,-123.356644,13,Friday,Drugs
FRAUD-CHEQUE,1700 Block DOUGLAS ST,VICTORIA,BC,48.42954359,-123.364469,14,Friday,Property Crime
TRAFFIC-OTHER MUNICIPAL,500 Block JOFFRE ST,VICTORIA,BC,48.42778212,-123.4085542,14,Friday,Traffic
ASSAULT-W/WEAPON OR CBH,200 Block ESQUIMALT RD,VICTORIA,BC,48.43040147,-123.3823275,18,Friday,Assault with Deadly Weapon
LIQUOR-INTOX IN PUBLIC PLACE,GOVERNMENT ST & FISGARD ST,VICTORIA,BC,48.42937415,-123.3670827,2,Friday,Liquor
BYLAW-NOISE,800 Block PEMBROKE ST,VICTORIA,BC,48.43240386,-123.360909,2,Friday,Other
THEFT-OTHER UNDER $5000,200 Block GORGE RD E,VICTORIA,BC,48.44306513,-123.3809649,18,Friday,Theft
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block LANGLEY ST,VICTORIA,BC,48.42511957,-123.3686148,23,Friday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,2600 Block QUADRA ST,VICTORIA,BC,48.43847734,-123.3589099,3,Friday,Other
COLLISION-DAMAGE UNDER $1000,BLANSHARD ST & FINLAYSON ST,VICTORIA,BC,48.44550456,-123.3666028,12,Friday,Traffic
SUSPICIOUS PERS/VEH/OCCURRENCE,GORGE RD E,VICTORIA,BC,48.44378578,-123.389334,18,Friday,Other
BYLAW-NOISE,1500 Block FERNWOOD RD,VICTORIA,BC,48.42623508,-123.3453857,23,Friday,Other
MISCHIEF $5000 OR UNDER,1100 Block MCCLURE ST,VICTORIA,BC,48.42039539,-123.3541994,4,Friday,Property Crime
POSSESSION-CANNABIS 30G & UNDR,DOUGLAS ST & VIEW ST,VICTORIA,BC,48.4254377,-123.3650891,19,Friday,Drugs
TRAFFIC-OTHER MUNICIPAL,BOYD ST & DALLAS RD,VICTORIA,BC,48.41306149,-123.3798608,19,Friday,Traffic
BYLAW-NOISE,600 Block ADMIRALS RD,VICTORIA,BC,48.43099854,-123.4169195,4,Friday,Other
THEFT FROM MV UNDER $5000,1200 Block GLADSTONE AVE,VICTORIA,BC,48.43069577,-123.3492105,15,Friday,Theft from Vehicle
COLLISION-DAMAGE OVER $1000,BLANSHARD ST & TOLMIE AVE,VICTORIA,BC,48.44823007,-123.3681383,19,Friday,Traffic
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44619978,-123.3713559,12,Friday,Theft
THEFT-SHOPLIFTING UNDER $5000,200 Block MENZIES ST,VICTORIA,BC,48.41561605,-123.3737704,15,Friday,Theft
TRAFFICK-CANNABIS 3000G & UNDR,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558078,-123.3650406,16,Friday,Drugs
COLLISION-NON-FATAL INJURY,MENZIES ST & BELLEVILLE ST,VICTORIA,BC,48.42074926,-123.3709356,12,Friday,Traffic
VEHICLE,PEMBROKE ST & VANCOUVER ST,VICTORIA,BC,48.43208026,-123.3555293,12,Tuesday,Vehicle Stop
THEFT-OTHER UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,12,Friday,Theft
MISCHIEF $5000 OR UNDER,ESQUIMALT RD & MACAULAY ST,VICTORIA,BC,48.42912223,-123.4036232,16,Friday,Property Crime
THEFT-OTHER UNDER $5000,700 Block ESQUIMALT RD,VICTORIA,BC,48.43100648,-123.3918611,16,Friday,Theft
BYLAW-NOISE,1100 Block QUADRA ST,VICTORIA,BC,48.42441749,-123.3596141,6,Friday,Other
FRAUD-CHEQUE,1000 Block SUTLEJ ST,VICTORIA,BC,48.41478501,-123.3588568,9,Friday,Property Crime
THEFT-SHOPLIFTING UNDER $5000,1900 Block FOUL BAY RD,VICTORIA,BC,48.43132154,-123.3224701,17,Friday,Theft
BREAK & ENTER-RESIDENCE,800 Block WALKER ST,VICTORIA,BC,48.43290425,-123.392755,21,Friday,Breaking & Entering
SUSPICIOUS PERS/VEH/OCCURRENCE,SOUTH TURNER ST,VICTORIA,BC,48.41119279,-123.3743262,17,Friday,Other
TRAFFIC-OTHER MUNICIPAL,QUADRA ST & PRINCESS AVE,VICTORIA,BC,48.43308782,-123.3583203,9,Friday,Traffic
ASSAULT-COMMON OR TRESPASS,FORT ST & DOUGLAS ST,VICTORIA,BC,48.42465022,-123.3653353,21,Friday,Assault
LIQUOR-INTOX IN PUBLIC PLACE,800 Block CALEDONIA AVE,VICTORIA,BC,48.43086236,-123.359848,1,Friday,Liquor
BYLAW-NOISE,900 Block DOUGLAS ST,VICTORIA,BC,48.42335108,-123.3656775,0,Friday,Other
DRIVING COMPLAINTS,3000 Block CEDAR HILL RD,VICTORIA,BC,48.44560349,-123.3459989,10,Friday,Traffic
THEFT-OTHER UNDER $5000,100 Block WILSON ST,VICTORIA,BC,48.43252618,-123.3814542,18,Friday,Theft
TRAFFIC-OTHER MOVING PROV,COOK ST & BURDETT AVE,VICTORIA,BC,48.42127038,-123.3545687,22,Friday,Traffic
ASSAULT-COMMON OR TRESPASS,700 Block CAIRN RD,VICTORIA,BC,48.43323922,-123.4049221,18,Friday,Assault
BREAK & ENTER-RESIDENCE,100 Block GORGE RD E,VICTORIA,BC,48.44333283,-123.3848643,1,Friday,Breaking & Entering
THEFT FROM MV UNDER $5000,2800 Block DOUGLAS ST,VICTORIA,BC,48.44064074,-123.3682908,14,Friday,Theft from Vehicle
THEFT-OTHER UNDER $5000,1200 Block GRANT ST,VICTORIA,BC,48.4287767,-123.347483,14,Friday,Theft
MISCHIEF $5000 OR UNDER,900 Block PEMBROKE ST,VICTORIA,BC,48.43224854,-123.3579354,22,Friday,Property Crime
ASSAULT-COMMON OR TRESPASS,500 Block ELLICE ST,VICTORIA,BC,48.43899669,-123.3718104,15,Friday,Assault
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44619978,-123.3713559,15,Thursday,Theft
THEFT-SHOPLIFTING UNDER $5000,700 Block HILLSIDE AVE,VICTORIA,BC,48.43882108,-123.3640193,15,Friday,Theft
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44619978,-123.3713559,15,Friday,Theft
MISCHIEF $5000 OR UNDER,800 Block YATES ST,VICTORIA,BC,48.4258236,-123.360669,15,Friday,Property Crime
THEFT FROM MV UNDER $5000,1000 Block QUADRA ST,VICTORIA,BC,48.4228849,-123.3599965,7,Friday,Theft from Vehicle
THEFT-OTHER UNDER $5000,3000 Block GLASGOW AVE,VICTORIA,BC,48.44568439,-123.3622328,20,Friday,Theft
COLLISION-DAMAGE UNDER $1000,FORT ST & FOUL BAY RD,VICTORIA,BC,48.43216806,-123.3224222,12,Friday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,MENZIES ST & BELLEVILLE ST,VICTORIA,BC,48.42074926,-123.3709356,20,Friday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,300 Block FRASER ST,VICTORIA,BC,48.42227508,-123.4182728,13,Friday,Other
TRAFFICKING-COCAINE,AMELIA ST & PANDORA AVE,VICTORIA,BC,48.42761305,-123.3604612,13,Friday,Drugs
MISCHIEF $5000 OR UNDER,2500 Block QUADRA ST,VICTORIA,BC,48.43640659,-123.3583238,8,Friday,Property Crime
BYLAW-NOISE,600 Block BATTERY ST,VICTORIA,BC,48.4110769,-123.3718372,20,Friday,Other
LIQUOR-INTOX IN PUBLIC PLACE,DOUGLAS ST & YATES ST,VICTORIA,BC,48.42628021,-123.3648802,14,Friday,Liquor
BREAK & ENTER-RESIDENCE,900 Block MARKET ST,VICTORIA,BC,48.44003441,-123.3613198,9,Friday,Breaking & Entering
ASSAULT-W/WEAPON OR CBH,3000 Block GLASGOW AVE,VICTORIA,BC,48.44568439,-123.3622328,13,Friday,Assault with Deadly Weapon
THEFT-OTHER UNDER $5000,500 Block ELLICE ST,VICTORIA,BC,48.43899669,-123.3718104,13,Friday,Theft
MISCHIEF $5000 OR UNDER,1100 Block BEWDLEY AVE,VICTORIA,BC,48.42402567,-123.4120385,2,Saturday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,1200 Block GLADSTONE AVE,VICTORIA,BC,48.43055059,-123.3466548,9,Saturday,Other
215 ALCOH-24HR,900 Block DINGLEY DELL,VICTORIA,BC,48.44188034,-123.3943521,19,Saturday,Traffic
ASSAULT-COMMON OR TRESPASS,900 Block DOUGLAS ST,VICTORIA,BC,48.42335108,-123.3656775,2,Saturday,Assault
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44545796,-123.3708978,11,Saturday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,800 Block MASON ST,VICTORIA,BC,48.42809801,-123.3603801,16,Saturday,Other
MISCHIEF $5000 OR UNDER,1000 Block VIEW ST,VICTORIA,BC,48.42446018,-123.3562657,16,Saturday,Property Crime
BYLAW-NOISE,1900 Block LEE AVE,VICTORIA,BC,48.43128382,-123.3256165,3,Saturday,Other
ASSAULT-COMMON OR TRESPASS,1200 Block YATES ST,VICTORIA,BC,48.42459795,-123.3484324,16,Saturday,Assault
BYLAW-NOISE,900 Block BANK ST,VICTORIA,BC,48.42222615,-123.3287056,0,Saturday,Other
BYLAW-NOISE,1000 Block PEMBROKE ST,VICTORIA,BC,48.43205913,-123.3550447,21,Saturday,Other
FALSE ALARMS,700 Block BAY ST,VICTORIA,BC,48.43561565,-123.3634963,0,Saturday,Alarm
215ALCOH IRP WARN-3DAY,JOHNSON ST & VANCOUVER ST,VICTORIA,BC,48.42626503,-123.3563132,17,Saturday,Traffic
POSSESSION-COCAINE,QUADRA ST & PANDORA AVE,VICTORIA,BC,48.42741398,-123.3589881,0,Saturday,Drugs
BREAK & ENTER-RESIDENCE,1100 Block EMPRESS AVE,VICTORIA,BC,48.43441452,-123.351863,3,Saturday,Breaking & Entering
215 ALCOH-24HR,GARBALLY RD & DOUGLAS ST,VICTORIA,BC,48.44106169,-123.3685373,0,Saturday,Traffic
ASSAULT-W/WEAPON OR CBH,1300 Block LYALL ST,VICTORIA,BC,48.42836475,-123.422447,4,Saturday,Assault with Deadly Weapon
BREAK & ENTER-RESIDENCE,DALLAS RD,VICTORIA,BC,48.42194191,-123.3844956,22,Saturday,Breaking & Entering
VEHICLE,VIEW ST & BROAD ST,VICTORIA,BC,48.42557163,-123.3664848,22,Friday,Vehicle Stop
POSSESSION-COCAINE,500 Block MANCHESTER RD,VICTORIA,BC,48.4420241,-123.3752722,3,Tuesday,Drugs
THEFT-OTHER UNDER $5000,BROUGHTON ST & DOUGLAS ST,VICTORIA,BC,48.42379002,-123.3655586,14,Saturday,Theft
FALSE ALARMS,3100 Block DOUGLAS ST,VICTORIA,BC,48.44619978,-123.3713559,14,Saturday,Alarm
FRAUD-CREDIT/DEBIT CARD,800 Block VIEW ST,VICTORIA,BC,48.42497242,-123.3608919,19,Saturday,Property Crime
ASSAULT-COMMON OR TRESPASS,700 Block COURTNEY ST,VICTORIA,BC,48.42295411,-123.3653084,2,Saturday,Assault
WEAPONS-POSSESSION,700 Block QUEENS AVE,VICTORIA,BC,48.4341248,-123.3641057,15,Saturday,Weapons Offense
LIQUOR-INTOX IN PUBLIC PLACE,DOUGLAS ST & VIEW ST,VICTORIA,BC,48.4254377,-123.3650891,2,Saturday,Liquor
ASSAULT-COMMON OR TRESPASS,1100 Block GOVERNMENT ST,VICTORIA,BC,48.42503643,-123.3678099,2,Saturday,Assault
ASSAULTS-OTHER,800 Block DOUGLAS ST,VICTORIA,BC,48.42233913,-123.3659633,2,Saturday,Assault
THEFT FROM MV UNDER $5000,3100 Block SHELBOURNE ST,VICTORIA,BC,48.44759092,-123.3332118,15,Saturday,Theft from Vehicle
BYLAW-NOISE,900 Block DUNSMUIR RD,VICTORIA,BC,48.42748761,-123.4031598,2,Saturday,Other
LIQUOR-INTOX IN PUBLIC PLACE,SONGHEES RD,VICTORIA,BC,48.42629085,-123.3776572,20,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,BAY ST & GRAHAM ST,VICTORIA,BC,48.43509562,-123.3545779,2,Saturday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,ESQUIMALT RD & CARLTON TER,VICTORIA,BC,48.4298664,-123.4019767,2,Saturday,Liquor
SUSPICIOUS PERS/VEH/OCCURRENCE,500 Block FRASER ST,VICTORIA,BC,48.42852984,-123.4133168,20,Saturday,Other
ASSAULT-COMMON OR TRESPASS,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44032706,-123.3964621,2,Saturday,Assault
ASSAULT-COMMON OR TRESPASS,DOUGLAS ST & VIEW ST,VICTORIA,BC,48.4254377,-123.3650891,2,Saturday,Assault
BYLAW-NOISE,800 Block ESQUIMALT RD,VICTORIA,BC,48.43195287,-123.3958707,21,Saturday,Other
BREAK & ENTER-RESIDENCE,1300 Block HILLSIDE AVE,VICTORIA,BC,48.44101635,-123.3482809,13,Saturday,Breaking & Entering
BREAK & ENTER-OTHER,2900 Block WASHINGTON AVE,VICTORIA,BC,48.44171793,-123.3826457,13,Saturday,Breaking & Entering
COLLISION-DAMAGE OVER $1000,800 Block ANDERSON AVE,VICTORIA,BC,48.4381774,-123.3941243,13,Saturday,Traffic
FRAUD-CREDIT/DEBIT CARD,800 Block CALEDONIA AVE,VICTORIA,BC,48.43086236,-123.359848,13,Saturday,Property Crime
TRAFFIC-OTHER MOVING PROV,BLANSHARD ST & FISGARD ST,VICTORIA,BC,48.42932808,-123.3619712,13,Saturday,Traffic
BYLAW-NOISE,800 Block ADMIRALS RD,VICTORIA,BC,48.43780798,-123.421028,0,Saturday,Other
LIQUOR-INTOX IN PUBLIC PLACE,1900 Block BAY ST,VICTORIA,BC,48.43362635,-123.3283854,17,Saturday,Liquor
THEFT FROM MV UNDER $5000,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44524798,-123.3343563,17,Saturday,Theft from Vehicle
TRAFFIC-OTHER NON-MOVE PROV,ROCK BAY AVE & HILLSIDE AVE,VICTORIA,BC,48.4376757,-123.3698189,1,Saturday,Traffic
ROBBERY-OTHER,1000 Block DOUGLAS ST,VICTORIA,BC,48.42453381,-123.3653688,14,Saturday,Robbery
THEFT FROM MV UNDER $5000,1200 Block JUNO ST,VICTORIA,BC,48.42743006,-123.4155492,8,Saturday,Theft from Vehicle
BREAK & ENTER-RESIDENCE,1500 Block BAY ST,VICTORIA,BC,48.43411818,-123.33717,14,Saturday,Breaking & Entering
DRIVING COMPLAINTS,2900 Block DOUGLAS ST,VICTORIA,BC,48.4417338,-123.3687294,23,Saturday,Traffic
BYLAW-NOISE,1100 Block HEALD AVE,VICTORIA,BC,48.42737171,-123.4124221,23,Saturday,Other
ASSAULT-COMMON OR TRESPASS,1300 Block BROAD ST,VICTORIA,BC,48.42658425,-123.3662261,1,Saturday,Assault
THEFT-OTHER UNDER $5000,1100 Block BEWDLEY AVE,VICTORIA,BC,48.42402567,-123.4120385,9,Saturday,Theft
VEHICLE,700 Block QUEENS AVE,VICTORIA,BC,48.43407295,-123.36311,23,Saturday,Vehicle Stop
THEFT-OTHER UNDER $5000,800 Block CALEDONIA AVE,VICTORIA,BC,48.43086236,-123.359848,18,Sunday,Theft
BYLAW-NOISE,1300 Block POINT ST,VICTORIA,BC,48.40657148,-123.3502923,1,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,700 Block DISCOVERY ST,VICTORIA,BC,48.43194241,-123.3641059,1,Sunday,Other
CAUSE A DISTURBANCE,800 Block ESQUIMALT RD,VICTORIA,BC,48.43195287,-123.3958707,4,Sunday,Disorder
MISCHIEF $5000 OR UNDER,1000 Block ESQUIMALT RD,VICTORIA,BC,48.42913544,-123.4041622,1,Sunday,Property Crime
215 ALCOH-24HR,600 Block GARBALLY RD,VICTORIA,BC,48.44066004,-123.37161,5,Sunday,Traffic
THEFT-OTHER UNDER $5000,2100 Block QUADRA ST,VICTORIA,BC,48.43242275,-123.3584114,6,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,PANDORA AVE & FERNWOOD RD,VICTORIA,BC,48.42682945,-123.3453523,6,Sunday,Other
TRAFFIC-INSURANCE VIOLATION,QUADRA ST & VIEW ST,VICTORIA,BC,48.42482074,-123.3595106,7,Sunday,Traffic
THEFT FROM MV UNDER $5000,1100 Block YATES ST,VICTORIA,BC,48.42467614,-123.3501146,7,Sunday,Theft from Vehicle
SUSPICIOUS PERS/VEH/OCCURRENCE,1100 Block ROCKLAND AVE,VICTORIA,BC,48.42187998,-123.3526188,15,Sunday,Other
BREAK & ENTER-OTHER,1300 Block STANLEY AVE,VICTORIA,BC,48.42545129,-123.3425423,15,Sunday,Breaking & Entering
SUSPICIOUS PERS/VEH/OCCURRENCE,900 Block HEYWOOD AVE,VICTORIA,BC,48.41630633,-123.3605525,9,Sunday,Other
THEFT-SHOPLIFTING UNDER $5000,1300 Block DOUGLAS ST,VICTORIA,BC,48.42643264,-123.3648447,10,Sunday,Theft
BYLAW-NOISE,1400 Block MYRTLE AVE,VICTORIA,BC,48.441791,-123.3406925,15,Sunday,Other
THEFT FROM MV UNDER $5000,600 Block DOMINION RD,VICTORIA,BC,48.43236371,-123.3942422,10,Sunday,Theft from Vehicle
THEFT FROM MV UNDER $5000,900 Block DELLWOOD RD,VICTORIA,BC,48.44859356,-123.4158635,15,Sunday,Theft from Vehicle
BREAK & ENTER-RESIDENCE,1400 Block HILLSIDE AVE,VICTORIA,BC,48.44220307,-123.3420191,3,Sunday,Breaking & Entering
BYLAW-NOISE,ST ANDREWS ST & BEACON ST,VICTORIA,BC,48.4123456,-123.3699053,10,Sunday,Other
TRAFFIC-OTHER MUNICIPAL,700 Block CENTRAL SPUR RD,VICTORIA,BC,48.435391,-123.3809716,13,Monday,Traffic
MISCHIEF $5000 OR UNDER,300 Block HENRY ST,VICTORIA,BC,48.43215248,-123.3849429,22,Sunday,Property Crime
SUSPICIOUS PERS/VEH/OCCURRENCE,HIGHVIEW ST & MERRITT ST,VICTORIA,BC,48.44812872,-123.3532141,16,Sunday,Other
SUSPICIOUS PERS/VEH/OCCURRENCE,1000 Block FOUL BAY RD,VICTORIA,BC,48.42625976,-123.3227297,3,Sunday,Other
THEFT BICYCLE UNDER $5000,800 Block CRAIGFLOWER RD,VICTORIA,BC,48.44008081,-123.3948831,22,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,2500 Block DOWLER PL,VICTORIA,BC,48.43573634,-123.3611008,16,Sunday,Other
ASSAULT-COMMON OR TRESPASS,DOUGLAS ST & PANDORA AVE,VICTORIA,BC,48.42802896,-123.3644859,22,Sunday,Assault
ASSAULT-COMMON OR TRESPASS,DOUGLAS ST & BROUGHTON ST,VICTORIA,BC,48.42379002,-123.3655586,3,Sunday,Assault
VI-VEHICLE IMPOUNDMENT,600 Block CONSTANCE AVE,VICTORIA,BC,48.43008349,-123.4182244,4,Sunday,Vehicle Stop
ASSAULT-COMMON OR TRESPASS,200 Block GORGE RD E,VICTORIA,BC,48.44306513,-123.3809649,4,Sunday,Assault
THEFT FROM MV UNDER $5000,1200 Block DENMAN ST,VICTORIA,BC,48.43283936,-123.3465803,13,Sunday,Theft from Vehicle
BREAK & ENTER-BUSINESS,1000 Block FORT ST,VICTORIA,BC,48.42356576,-123.3554792,1,Sunday,Breaking & Entering
LIQUOR-INTOX IN PUBLIC PLACE,2500 Block GRAHAM ST,VICTORIA,BC,48.43745659,-123.3552286,1,Sunday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,1900 Block BAY ST,VICTORIA,BC,48.43362635,-123.3283854,21,Sunday,Liquor
LIQUOR-INTOX IN PUBLIC PLACE,1100 Block WHARF ST,VICTORIA,BC,48.4252491,-123.3698354,4,Sunday,Liquor
CYCLIST,BURNSIDE RD E & MANCHESTER RD,VICTORIA,BC,48.44260017,-123.3705708,3,Saturday,Vehicle Stop
THEFT FROM MV UNDER $5000,GORGE RD E & WASHINGTON AVE,VICTORIA,BC,48.44307946,-123.3819089,10,Sunday,Theft from Vehicle
MISCHIEF $5000 OR UNDER,1600 Block HILLSIDE AVE,VICTORIA,BC,48.44524798,-123.3343563,11,Sunday,Property Crime
THEFT-OTHER UNDER $5000,1200 Block GOVERNMENT ST,VICTORIA,BC,48.42579891,-123.367646,12,Sunday,Theft
THEFT-OTHER UNDER $5000,500 Block YATES ST,VICTORIA,BC,48.42683747,-123.369882,17,Sunday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,DOUGLAS ST & FORT ST,VICTORIA,BC,48.42465022,-123.3653353,17,Sunday,Other
ASSAULT-COMMON OR TRESPASS,2500 Block ROCK BAY AVE,VICTORIA,BC,48.43603427,-123.369087,17,Sunday,Assault
SUSPICIOUS PERS/VEH/OCCURRENCE,200 Block GORGE RD E,VICTORIA,BC,48.44306513,-123.3809649,4,Sunday,Other
BYLAW-NOISE,800 Block FORT ST,VICTORIA,BC,48.42427015,-123.3620239,3,Sunday,Other
THEFT-SHOPLIFTING UNDER $5000,3100 Block DOUGLAS ST,VICTORIA,BC,48.44619978,-123.3713559,13,Sunday,Theft
THEFT-SHOPLIFTING UNDER $5000,1100 Block DOUGLAS ST,VICTORIA,BC,48.42504379,-123.3652055,18,Thursday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,2800 Block ROCK BAY AVE,VICTORIA,BC,48.43858731,-123.3702136,16,Thursday,Other
TRAFFIC-WRITTEN WARNING,CRAIGFLOWER RD & DOMINION RD,VICTORIA,BC,48.43947702,-123.3930674,12,Sunday,Traffic
LIQUOR-INTOX IN PUBLIC PLACE,2600 Block BLANSHARD ST,VICTORIA,BC,48.43803346,-123.3631725,13,Thursday,Liquor
THEFT FROM MV UNDER $5000,1300 Block BROAD ST,VICTORIA,BC,48.42658425,-123.3662261,0,Monday,Theft from Vehicle
COLLISION-DAMAGE OVER $1000,QUADRA ST & HILLSIDE AVE,VICTORIA,BC,48.43943132,-123.3591941,14,Monday,Traffic
FALSE ALARMS,1900 Block FOUL BAY RD,VICTORIA,BC,48.43132154,-123.3224701,1,Monday,Alarm
ROBBERY-OTHER,1100 Block QUADRA ST,VICTORIA,BC,48.42441749,-123.3596141,22,Monday,Robbery
COLLISION-DAMAGE OVER $1000,HILLSIDE AVE & PRIOR ST,VICTORIA,BC,48.43994413,-123.3551704,17,Monday,Traffic
BYLAW-NOISE,1000 Block FAIRFIELD RD,VICTORIA,BC,48.41827511,-123.3577715,23,Monday,Other
MISCHIEF $5000 OR UNDER,700 Block BURDETT AVE,VICTORIA,BC,48.42210756,-123.3653555,2,Monday,Property Crime
THEFT-OTHER UNDER $5000,900 Block BLANSHARD ST,VICTORIA,BC,48.42309884,-123.3627908,17,Monday,Theft
COLLISION-DAMAGE OVER $1000,BLANSHARD ST & BAY ST,VICTORIA,BC,48.43557616,-123.3626348,10,Monday,Traffic
BREAK & ENTER-BUSINESS,1000 Block FORT ST,VICTORIA,BC,48.42367037,-123.3564177,10,Monday,Breaking & Entering
THEFT FROM MV UNDER $5000,DISCOVERY ST & STORE ST,VICTORIA,BC,48.43185668,-123.3697243,15,Monday,Theft from Vehicle
WEAPONS-POSSESSION,1200 Block DOUGLAS ST,VICTORIA,BC,48.42558078,-123.3650406,11,Monday,Weapons Offense
THEFT-OTHER UNDER $5000,SONGHEES RD,VICTORIA,BC,48.42629085,-123.3776572,15,Monday,Theft
THEFT-SHOPLIFTING UNDER $5000,1100 Block ESQUIMALT RD,VICTORIA,BC,48.43008119,-123.4111134,15,Monday,Theft
SUSPICIOUS PERS/VEH/OCCURRENCE,600 Block JOHNSON ST,VICTORIA,BC,48.42731065,-123.3656999,12,Monday,Other
BREAK & ENTER-OTHER,800 Block BANK ST,VICTORIA,BC,48.42097131,-123.3293701,7,Monday,Breaking & Entering
